	url	q3	perceived	primary.topic	secondary.topic	democrat.vote	republican.vote	domain	text
2565	http://www.nytimes.com/2013/03/03/world/middleeast/kerry-hoping-to-nudge-egypt-toward-reforms.html	News	0	Economy	Elections	Neutral	Neutral	nytimes.com	400
2588	http://www.nytimes.com/2013/11/21/us/politics/senate-democrats-poised-to-block-filibusters-of-presidential-picks.html	Opinion	1	Elections	Elections	Neutral	Neutral	nytimes.com	400
2591	http://www.nytimes.com/2013/11/27/us/politics/new-campaign-rules-proposed-for-tax-exempt-nonprofits.html	News	1	Elections	Elections	Neutral	SomewhatNegative	nytimes.com	400
2605	http://thecaucus.blogs.nytimes.com/2013/11/17/within-cheney-family-a-dispute-over-gay-marriage/	News	1	Gay Rights	Elections	Neutral	SomewhatNegative	nytimes.com	400
2609	http://www.nytimes.com/2013/04/05/us/politics/senator-portman-ohio-fallout-shift-same-sex-marriage.html	News	1	Gay Rights	Elections	Neutral	SomewhatPositive	nytimes.com	400
2627	http://www.nytimes.com/2013/04/23/us/politics/in-gun-bill-defeat-a-president-who-hesitates-to-twist-arms.html	News	1	Gun Rights Regulation	Elections	Neutral	SomewhatPositive	nytimes.com	400
2628	http://www.nytimes.com/2013/09/11/us/colorado-lawmaker-concedes-defeat-in-recall-over-gun-law.html	News	0	Gun Rights Regulation	Elections	Neutral	Neutral	nytimes.com	400
2632	http://www.nytimes.com/2013/04/23/us/politics/in-gun-bill-defeat-a-president-who-hesitates-to-twist-arms.html	Opinion	0	Gun Rights Regulation	Elections	SomewhatNegative	Neutral	nytimes.com	400
2634	http://www.nytimes.com/2013/06/12/nyregion/bloomberg-urges-no-gifts-to-democrats-who-blocked-gun-bill.html	News	1	Gun Rights Regulation	Elections	SomewhatNegative	Neutral	nytimes.com	400
2635	http://www.nytimes.com/2013/12/16/us/sheriffs-refuse-to-enforce-laws-on-gun-control.html	News	1	Gun Rights Regulation	Elections	SomewhatNegative	SomewhatPositive	nytimes.com	400
2650	http://www.nytimes.com/2013/09/11/us/colorado-lawmaker-concedes-defeat-in-recall-over-gun-law.html	News	1	Gun Rights Regulation	Elections	SomewhatNegative	Neutral	nytimes.com	400
2659	http://www.nytimes.com/2013/06/12/nyregion/bloomberg-urges-no-gifts-to-democrats-who-blocked-gun-bill.html	News	0	Gun Rights Regulation	Elections	Neutral	Neutral	nytimes.com	400
2664	http://www.nytimes.com/2013/05/12/opinion/sunday/bruni-america-the-clueless.html	News	0	Healthcare	Elections	Neutral	Neutral	nytimes.com	400
2665	http://www.nytimes.com/2013/10/02/business/economy/why-the-health-care-law-scares-the-gop.html	Opinion	0	Healthcare	Elections	SomewhatPositive	Negative	nytimes.com	400
2700	http://www.nytimes.com/2013/11/22/us/politics/health-law-is-dividing-republican-governors.html	Opinion	1	Healthcare	Elections	Neutral	Neutral	nytimes.com	400
2724	http://www.nytimes.com/2013/10/15/us/politics/seeking-deal-to-avert-default-lawmakers-to-meet-obama.html	News	0	Healthcare	Elections	Neutral	SomewhatNegative	nytimes.com	400
2745	http://www.nytimes.com/2013/05/22/world/middleeast/iranians-await-list-of-approved-candidates.html	News	0	International News	Elections	Neutral	Neutral	nytimes.com	400
2753	http://www.nytimes.com/2013/07/05/world/middleeast/for-islamists-lessons-in-politics-and-governing.html	News	1	International News	Elections	Neutral	Neutral	nytimes.com	400
2760	http://www.nytimes.com/2013/05/22/world/middleeast/iranians-await-list-of-approved-candidates.html	News	1	International News	Elections	Neutral	Neutral	nytimes.com	400
2786	http://www.nytimes.com/2013/09/15/opinion/sunday/assange-as-tyrant.html	News	1	International News	Elections	Neutral	Neutral	nytimes.com	400
2789	http://www.nytimes.com/2013/05/13/world/middleeast/two-last-minute-presidential-candidates-in-iran-draw-strong-reactions.html	News	0	International News	Elections	Neutral	Neutral	nytimes.com	400
2796	http://www.nytimes.com/2013/03/03/world/middleeast/kerry-hoping-to-nudge-egypt-toward-reforms.html	News	1	International News	Elections	Neutral	Neutral	nytimes.com	400
2804	http://india.blogs.nytimes.com/2013/05/08/congress-party-sweeps-karnataka-elections/	News	0	International News	Elections	Neutral	Neutral	nytimes.com	400
2806	http://www.nytimes.com/2013/05/05/opinion/sunday/friedman-this-aint-yogurt.html	News	0	International News	Elections	Neutral	Neutral	nytimes.com	400
2812	http://www.nytimes.com/2013/07/13/us/politics/napolitano-stepping-down.html	News	1	National Security	Elections	Neutral	Neutral	nytimes.com	400
2813	http://www.nytimes.com/2013/05/28/us/politics/in-terror-shift-obama-took-a-long-path.html	News	1	National Security	Elections	Neutral	Neutral	nytimes.com	400
2838	http://www.nytimes.com/2013/03/17/magazine/ted-kennedy-jr-is-finally-ready-for-the-family-business.html	News	0	None	Elections	Neutral	Neutral	nytimes.com	400
2858	http://opinionator.blogs.nytimes.com/2013/02/06/the-persistence-of-racial-resentment/	Opinion	0	None	Elections	Neutral	SomewhatNegative	nytimes.com	400
2872	http://www.nytimes.com/2013/12/25/nyregion/accounts-of-petty-retribution-reinforce-christies-bullying-image.html	Opinion	1	Republican Scandals	Elections	Neutral	SomewhatNegative	nytimes.com	400
2874	http://www.nytimes.com/2013/05/30/us/politics/michele-bachmann-wont-seek-re-election-next-year.html	Opinion	1	Republican Scandals	Elections	Neutral	Negative	nytimes.com	400
2905	http://www.nytimes.com/2013/12/25/nyregion/accounts-of-petty-retribution-reinforce-christies-bullying-image.html	News	0	Republican Scandals	Elections	Neutral	SomewhatNegative	nytimes.com	400
2911	http://douthat.blogs.nytimes.com/2013/07/31/why-republicans-miss-the-realists/	Opinion	1	Republican Scandals	Elections	Neutral	SomewhatNegative	nytimes.com	400
2927	http://www.nytimes.com/2013/09/09/opinion/krugman-the-wonk-gap.html	Opinion	0	Republican Scandals	Elections	Neutral	SomewhatNegative	nytimes.com	400
2932	http://www.nytimes.com/2013/12/14/nyregion/on-lane-closings-christie-says-hell-turn-the-page.html	News	0	Republican Scandals	Elections	Neutral	Neutral	nytimes.com	400
2938	http://www.nytimes.com/2013/08/26/us/politics/challengers-to-south-carolina-senator-are-lining-up-on-the-right.html	Opinion	0	Democrat Scandals	Environment	SomewhatPositive	SomewhatNegative	nytimes.com	400
2960	http://www.nytimes.com/2013/04/21/opinion/sunday/friedman-how-to-put-america-back-together-again.html	Opinion	1	Economy	Environment	Neutral	Neutral	nytimes.com	400
2977	http://www.nytimes.com/2013/04/21/opinion/sunday/friedman-how-to-put-america-back-together-again.html	Opinion	0	Economy	Environment	SomewhatPositive	SomewhatPositive	nytimes.com	400
2978	http://www.nytimes.com/2013/07/27/us/politics/number-of-catfish-inspectors-drives-a-debate-on-spending.html	News	0	Economy	Environment	SomewhatPositive	Neutral	nytimes.com	400
2983	http://opinionator.blogs.nytimes.com/2013/02/08/a-secretary-to-match-the-setting/	Opinion	0	Elections	Environment	Neutral	Neutral	nytimes.com	400
2998	http://www.nytimes.com/2013/09/10/world/middleeast/obama-embraces-russian-proposal-on-syria-weapons.html	Opinion	1	International News	Environment	Neutral	Neutral	nytimes.com	400
3044	http://opinionator.blogs.nytimes.com/2013/02/06/political-intelligence/	Opinion	1	Elections	Gay Rights	SomewhatPositive	SomewhatPositive	nytimes.com	400
3077	http://www.nytimes.com/2013/04/02/world/asia/south-korea-gives-military-leeway-to-answer-north.html	other	1	National Security	Gay Rights	SomewhatPositive	SomewhatPositive	nytimes.com	400
3085	http://www.nytimes.com/2007/08/28/washington/28craig.html	News	1	Republican Scandals	Gay Rights	Neutral	Negative	nytimes.com	400
3100	http://www.nytimes.com/2013/07/15/us/justice-department-to-restart-hate-crime-investigation-in-trayvon-martins-death.html	News	1	Civil Rights	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3117	http://www.nytimes.com/2013/03/25/us/violence-spurs-identity-crisis-in-free-spirited-santa-cruz.html	other	1	Drugs	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3149	http://www.nytimes.com/2013/01/11/us/politics/biden-to-meet-with-gun-advocates-including-nra.html	News	1	Gun Rights Regulation	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3159	http://www.nytimes.com/2013/01/11/us/politics/biden-to-meet-with-gun-advocates-including-nra.html	News	0	Gun Rights Regulation	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3160	http://www.nytimes.com/2013/04/18/opinion/the-senate-fails-americans-on-gun-bills.html	Opinion	1	Gun Rights Regulation	Gun Related Crimes	SomewhatNegative	Negative	nytimes.com	400
3164	http://www.nytimes.com/2013/12/15/opinion/sunday/kristof-the-killer-who-supports-gun-control.html	News	0	Gun Rights Regulation	Gun Related Crimes	SomewhatNegative	SomewhatNegative	nytimes.com	400
3177	http://www.nytimes.com/2013/04/12/us/senate-votes-to-allow-debate-on-gun-bill.html	News	1	Gun Rights Regulation	Gun Related Crimes	SomewhatPositive	SomewhatPositive	nytimes.com	400
3191	http://www.nytimes.com/2013/04/05/opinion/the-damage-wrought-by-the-gun-lobby.html	News	1	Gun Rights Regulation	Gun Related Crimes	SomewhatPositive	SomewhatNegative	nytimes.com	400
3201	http://www.nytimes.com/2013/04/18/us/politics/senate-obama-gun-control.html	News	1	Gun Rights Regulation	Gun Related Crimes	Neutral	SomewhatNegative	nytimes.com	400
3217	http://www.nytimes.com/2013/03/30/opinion/platitudes-loom-after-the-newtown-school-carnage.html	News	1	Gun Rights Regulation	Gun Related Crimes	SomewhatPositive	SomewhatNegative	nytimes.com	400
3234	http://www.nytimes.com/2013/04/18/us/politics/senate-obama-gun-control.html	News	0	Gun Rights Regulation	Gun Related Crimes	SomewhatNegative	SomewhatNegative	nytimes.com	400
3235	http://www.nytimes.com/2013/01/17/us/politics/obama-to-ask-congress-to-toughen-gun-laws.html	News	0	Gun Rights Regulation	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3236	http://www.nytimes.com/2013/04/14/us/politics/mother-of-newtown-victim-gives-white-houses-weekly-address.html	News	1	Gun Rights Regulation	Gun Related Crimes	SomewhatPositive	SomewhatNegative	nytimes.com	400
3317	http://www.nytimes.com/2013/12/15/opinion/sunday/kristof-the-killer-who-supports-gun-control.html	other	1	Gun Rights Regulation	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3345	http://takingnote.blogs.nytimes.com/2013/03/20/baby-steps-on-gun-control/	Opinion	0	Gun Rights Regulation	Gun Related Crimes	Positive	Negative	nytimes.com	400
3362	http://www.nytimes.com/2013/04/03/opinion/the-connecticut-gun-control-package.html	News	0	Gun Rights Regulation	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3382	http://www.nytimes.com/2013/04/14/us/politics/mother-of-newtown-victim-gives-white-houses-weekly-address.html	News	0	Gun Rights Regulation	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3401	http://www.nytimes.com/2013/11/24/opinion/sunday/more-stand-your-ground-fantasizing.html	Opinion	1	Gun Rights Regulation	Gun Related Crimes	Neutral	SomewhatNegative	nytimes.com	400
3411	http://www.nytimes.com/2013/02/19/arts/television/after-newtown-on-pbs-explores-gun-violence.html	Opinion	0	Gun Rights Regulation	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3414	http://www.nytimes.com/2013/03/02/opinion/nocera-changing-minds-after-newtown.html	Opinion	1	Gun Rights Regulation	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3449	http://www.nytimes.com/2013/04/19/us/politics/for-obama-two-setbacks-but-varying-responses.html	News	1	Gun Rights Regulation	Gun Related Crimes	Positive	SomewhatNegative	nytimes.com	400
3490	http://www.nytimes.com/2013/01/17/opinion/gun-reform-for-a-generation.html	Opinion	0	Gun Rights Regulation	Gun Related Crimes	SomewhatPositive	Neutral	nytimes.com	400
3503	http://www.nytimes.com/2013/02/01/us/focus-on-mental-health-laws-to-curb-violence-is-unfair-some-say.html	News	0	Healthcare	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3516	http://thecaucus.blogs.nytimes.com/2013/03/06/rand-paul-filibusters-brennan-nomination/	News	0	National Security	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3540	http://www.nytimes.com/2013/05/08/us/willie-j-manning-granted-stay-of-execution.html	News	1	None	Gun Related Crimes	Neutral	Neutral	nytimes.com	400
3620	http://www.nytimes.com/2013/04/12/us/senate-votes-to-allow-debate-on-gun-bill.html	News	0	Gun Related Crimes	Gun Rights Regulation	Neutral	Neutral	nytimes.com	400
3626	http://www.nytimes.com/2013/04/14/us/wayne-lapierre-the-gun-man-sticking-to-his-cause.html	Opinion	1	Gun Related Crimes	Gun Rights Regulation	Neutral	Neutral	nytimes.com	400
3746	http://www.nytimes.com/2013/01/17/us/politics/obama-to-ask-congress-to-toughen-gun-laws.html	News	1	Gun Rights Regulation	Gun Rights Regulation	SomewhatPositive	SomewhatNegative	nytimes.com	400
3755	http://www.nytimes.com/2013/11/24/opinion/sunday/more-stand-your-ground-fantasizing.html	Opinion	0	Gun Rights Regulation	Gun Rights Regulation	SomewhatPositive	SomewhatNegative	nytimes.com	400
3774	http://www.nytimes.com/2013/05/02/us/politics/gun-legislations-failure-shadows-immigration-bill.html	News	1	None	Gun Rights Regulation	Neutral	SomewhatNegative	nytimes.com	400
3805	http://www.nytimes.com/2013/09/05/us/albuquerque-becomes-latest-focal-point-in-abortion-wars.html	News	1	Civil Rights	Healthcare	SomewhatPositive	SomewhatNegative	nytimes.com	400
3814	http://www.nytimes.com/2013/02/17/nyregion/cuomo-bucks-tide-with-bill-to-lift-abortion-limits.html	News	0	Civil Rights	Healthcare	Neutral	Neutral	nytimes.com	400
3815	http://www.nytimes.com/2013/03/25/opinion/three-cheers-for-the-nanny-state.html	Opinion	0	Civil Rights	Healthcare	Neutral	Neutral	nytimes.com	400
3844	http://www.nytimes.com/2013/08/10/nyregion/two-firms-accused-of-using-political-ties-to-bilk-medicaid.html	News	1	Democrat Scandals	Healthcare	SomewhatNegative	Neutral	nytimes.com	400
3881	http://www.nytimes.com/2013/04/27/opinion/the-next-step-in-drug-treatment.html	News	0	Drugs	Healthcare	SomewhatPositive	SomewhatNegative	nytimes.com	400
3885	http://www.nytimes.com/2013/10/29/us/politics/ohio-governor-defies-gop-with-defense-of-social-safety-net.html	News	1	Economy	Healthcare	SomewhatPositive	Neutral	nytimes.com	400
3892	http://www.nytimes.com/2013/09/26/us/politics/obamas-approval-rating-matches-two-year-low-poll-shows.html	News	1	Economy	Healthcare	Negative	SomewhatNegative	nytimes.com	400
3894	http://www.nytimes.com/2013/02/13/us/politics/obamas-2013-state-of-the-union-address.html	News	0	Economy	Healthcare	Neutral	Neutral	nytimes.com	400
3898	http://www.nytimes.com/2013/09/21/us/politics/house-spending-bill.html	News	1	Economy	Healthcare	Neutral	SomewhatNegative	nytimes.com	400
3911	http://douthat.blogs.nytimes.com/2013/10/15/policy-and-the-g-o-p-civil-war/	Opinion	1	Economy	Healthcare	Neutral	Negative	nytimes.com	400
3918	http://www.nytimes.com/2013/07/18/us/politics/house-votes-to-delay-two-requirements-of-health-care-overhaul.html	News	0	Economy	Healthcare	SomewhatNegative	SomewhatPositive	nytimes.com	400
3941	http://www.nytimes.com/news/fiscal-crisis/2013/10/07/obama-challenges-boehner-on-budget-vote/	News	0	Economy	Healthcare	Neutral	SomewhatNegative	nytimes.com	400
3943	http://www.nytimes.com/2013/12/23/opinion/inequality-for-dummies.html	Opinion	1	Economy	Healthcare	Neutral	Neutral	nytimes.com	400
3948	http://douthat.blogs.nytimes.com/2013/12/09/obama-and-the-doomsayers/	Opinion	0	Economy	Healthcare	Neutral	Neutral	nytimes.com	400
3968	http://opinionator.blogs.nytimes.com/2013/10/08/anger-can-be-power/	Opinion	1	Economy	Healthcare	SomewhatNegative	SomewhatPositive	nytimes.com	400
3972	http://www.nytimes.com/2013/12/30/opinion/america-in-2013-as-told-in-charts.html	Opinion	0	Economy	Healthcare	Negative	Neutral	nytimes.com	400
3975	http://www.nytimes.com/2013/12/05/opinion/the-president-on-inequality.html	News	0	Economy	Healthcare	SomewhatPositive	SomewhatNegative	nytimes.com	400
3990	http://www.nytimes.com/2013/09/21/opinion/blow-kamikaze-congress.html	Opinion	1	Economy	Healthcare	Neutral	Negative	nytimes.com	400
3993	http://www.nytimes.com/2013/10/16/us/politics/congress-budget-debate.html	Opinion	1	Economy	Healthcare	Neutral	Neutral	nytimes.com	400
3997	http://www.nytimes.com/2013/04/20/your-money/the-potential-effect-of-obamas-social-security-proposal.html	News	0	Economy	Healthcare	SomewhatNegative	Neutral	nytimes.com	400
3999	http://www.nytimes.com/2013/10/07/us/politics/obama-aide-urges-lawmakers-to-raise-debt-ceiling.html	News	0	Economy	Healthcare	Neutral	Neutral	nytimes.com	400
4006	http://douthat.blogs.nytimes.com/2013/10/15/policy-and-the-g-o-p-civil-war/	Opinion	0	Economy	Healthcare	Neutral	SomewhatNegative	nytimes.com	400
4012	http://www.nytimes.com/2013/10/06/us/politics/conservative-georgia-district-urges-gop-to-keep-up-the-fight.html	News	1	Economy	Healthcare	Negative	Positive	nytimes.com	400
4030	http://www.nytimes.com/2013/09/22/opinion/sunday/dowd-americas-billionaire.html	News	1	Economy	Healthcare	Neutral	Neutral	nytimes.com	400
4033	http://www.nytimes.com/2013/05/12/opinion/sunday/bruni-america-the-clueless.html	News	1	Economy	Healthcare	Neutral	Neutral	nytimes.com	400
4056	http://www.nytimes.com/2013/02/11/opinion/krugman-the-ignorance-caucus.html	Opinion	0	Education	Healthcare	SomewhatPositive	SomewhatNegative	nytimes.com	400
4073	http://www.nytimes.com/2013/03/21/us/politics/dr-benjamin-carson-obama-critic-have-conservatives-dreaming-of-2016.html	News	1	Elections	Healthcare	Neutral	SomewhatPositive	nytimes.com	400
4078	http://www.nytimes.com/2013/01/03/opinion/collins-looking-forward.html	News	0	Elections	Healthcare	Positive	Negative	nytimes.com	400
4115	http://www.nytimes.com/2013/10/06/opinion/sunday/our-sickly-political-system.html	Opinion	0	Elections	Healthcare	Neutral	SomewhatNegative	nytimes.com	400
